#OTU ID	NXT031_YAN_001	NXT031_YAN_002	NXT031_YAN_003	NXT031_YAN_004	NXT031_YAN_005	NXT031_YAN_006	NXT031_YAN_007	NXT031_YAN_008	NXT031_YAN_009	NXT031_YAN_010	NXT031_YAN_011	NXT031_YAN_012	NXT031_YAN_013	NXT031_YAN_014	NXT031_YAN_015	NXT031_YAN_016	NXT031_YAN_017	NXT031_YAN_018	NXT031_YAN_019	NXT031_YAN_020	NXT031_YAN_021	NXT031_YAN_022	NXT031_YAN_023	NXT031_YAN_025	NXT031_YAN_026	NXT031_YAN_027	NXT031_YAN_028	NXT031_YAN_029	NXT031_YAN_030	NXT031_YAN_031	NXT031_YAN_032	NXT031_YAN_033	NXT031_YAN_034	NXT031_YAN_035	NXT031_YAN_036	NXT031_YAN_037	NXT031_YAN_038	NXT031_YAN_039	NXT031_YAN_040	NXT031_YAN_041	NXT031_YAN_042	NXT031_YAN_043	NXT031_YAN_044	NXT031_YAN_045	NXT031_YAN_046	NXT031_YAN_047	NXT031_YAN_049	NXT031_YAN_050	NXT031_YAN_051	NXT031_YAN_052	NXT031_YAN_053	NXT031_YAN_054	NXT031_YAN_055	NXT031_YAN_056	NXT031_YAN_057	NXT031_YAN_058	NXT031_YAN_059	NXT031_YAN_061	NXT031_YAN_062	NXT031_YAN_063	NXT031_YAN_064	NXT031_YAN_065	NXT031_YAN_066	NXT031_YAN_067	NXT031_YAN_068	NXT031_YAN_069	NXT031_YAN_070	NXT031_YAN_071	NXT031_YAN_072	NXT031_YAN_073	NXT031_YAN_074	NXT031_YAN_075	NXT031_YAN_076	NXT031_YAN_077	NXT031_YAN_078	NXT031_YAN_079	NXT031_YAN_080	NXT031_YAN_081	NXT031_YAN_082	NXT031_YAN_083	NXT031_YAN_084	NXT031_YAN_085	NXT031_YAN_086	NXT031_YAN_087	NXT031_YAN_088	NXT031_YAN_089	NXT031_YAN_090	NXT031_YAN_091	NXT031_YAN_092	NXT031_YAN_093	NXT031_YAN_094	NXT031_YAN_095
zOTU_5611	0	19	0	0	1	0	0	7	0	0	0	0	1	0	8	0	1	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	9	0	0	0	0	20	1	0	0	0	28	0	0	1	0	1	0	0	0	3	7	0	10	0	3	5	0	2	0	0	4	0	0	26	1	0	0	0	0	9	0	0	0	0	2	0	0	0	0	0	0	18	0	0	6	8	0	1	5
zOTU_56117	0	6	1	0	0	0	3	4	1	1	0	0	3	2	24	1	0	3	2	0	10	2	5	2	2	2	1	1	4	1	2	5	1	5	0	0	0	6	2	2	0	0	4	1	5	6	10	0	2	1	0	0	3	6	2	1	7	10	3	1	1	1	2	4	6	1	2	7	0	11	1	2	5	0	7	1	2	1	0	4	0	1	2	0	0	2	4	3	4	4	5	7
zOTU_56119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1
zOTU_56129	0	0	0	0	0	0	0	1	4	0	0	0	0	0	59	0	0	0	0	0	7	1	3	0	0	0	0	0	0	0	0	0	0	16	0	0	0	3	5	0	7	0	2	0	4	79	0	0	0	13	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	3	0	91	0	0	0	0	0	0	2	0	0	0	0	104
zOTU_5613	0	17	0	0	0	0	0	0	0	3	0	0	0	0	5	0	0	6	1	2	0	0	0	0	0	1	0	4	0	0	9	0	0	0	0	0	51	0	0	0	34	0	31	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0
zOTU_56137	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	0	1	1	0	1	0	1	0
zOTU_5614	1	13	1	0	1	1	0	5	3	1	0	0	4	2	3	5	1	1	0	0	3	1	1	0	6	1	1	2	0	4	2	1	1	3	0	0	2	8	10	2	3	1	1	7	0	4	0	0	1	11	6	4	3	3	3	7	0	4	2	1	5	5	7	5	3	0	3	0	0	4	2	6	15	3	4	1	1	18	0	2	0	0	1	5	5	5	4	3	5	2	3	5
zOTU_56147	0	7	0	1	0	2	2	0	0	0	0	0	2	0	1	1	0	0	1	0	1	0	0	3	0	0	0	1	0	1	0	1	0	0	0	0	10	8	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	1	7	0	2	0	1	0	0	1	1	4	0	3	0	0	0	1	0	1	0	0	0	0	0	0	0	1	2	1	0	0	1	0	0	0	1	0
zOTU_5615	2	10	1	0	0	0	2	3	4	2	1	0	0	3	6	1	3	0	5	2	5	2	4	1	26	0	2	1	3	2	8	1	0	9	0	0	1	2	0	0	3	0	1	13	1	6	4	2	3	1	3	1	1	4	13	7	0	0	8	0	0	1	2	1	10	2	3	0	0	2	11	1	5	2	4	3	0	4	0	6	0	2	8	0	7	2	20	10	1	6	6	2
zOTU_5616	0	4	8	0	0	0	1	12	2	0	0	0	2	0	2	1	0	4	0	0	7	0	4	0	0	1	0	2	0	37	0	17	3	0	0	0	1	0	16	0	3	0	0	4	7	10	4	3	0	54	2	0	8	1	0	13	0	5	3	0	0	12	3	0	0	6	7	0	0	0	0	5	2	2	1	7	1	7	6	8	0	0	0	0	5	0	0	8	0	21	9	0
zOTU_56161	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	1	0
zOTU_5618	0	1	0	0	0	0	0	0	2	0	20	0	5	4	26	0	0	1	6	0	0	0	7	1	0	0	19	0	0	0	0	0	5	0	0	0	4	2	0	2	0	0	0	0	0	1	0	2	0	0	0	2	0	0	0	0	10	0	0	0	1	1	0	0	0	0	0	15	0	0	17	0	0	0	0	0	0	2	0	1	0	7	0	73	4	0	15	1	0	0	0	0
zOTU_5619	5	10	22	0	13	2	0	25	10	3	1	0	5	0	11	3	15	2	18	2	4	13	4	7	5	3	1	4	3	54	10	5	6	1	0	0	5	5	7	4	6	7	12	8	1	7	0	11	0	7	8	3	12	4	12	6	2	2	9	1	37	10	4	12	6	3	28	1	0	24	13	4	12	4	12	2	1	17	1	8	0	2	7	5	54	29	15	8	5	1	7	18
zOTU_562	4	38	6	0	1	0	8	15	16	3	6	0	5	2	49	14	3	8	7	0	3	18	12	4	11	4	0	23	7	62	6	17	4	483	0	0	5	9	55	2	5	6	14	54	8	70	3	32	3	24	18	0	51	27	27	36	19	17	39	6	25	16	33	3	9	5	13	12	0	15	7	15	29	18	64	0	2	74	3	88	0	0	10	31	10	13	4	20	7	12	21	77
zOTU_56202	0	2	0	0	0	0	0	3	1	0	0	0	0	0	0	3	0	0	2	0	0	0	1	0	2	0	0	0	1	6	2	0	0	3	0	0	1	0	1	0	1	0	0	5	0	4	1	2	2	2	0	0	0	2	1	1	0	1	2	0	1	0	0	0	0	0	1	0	0	0	1	1	3	1	2	0	0	6	0	3	0	0	0	0	1	1	1	2	1	2	1	0
zOTU_56213	0	22	2	3	2	5	0	0	0	1	0	0	6	1	0	5	3	0	0	0	0	1	0	3	0	6	5	0	0	0	17	6	0	0	0	0	9	7	0	12	12	0	0	0	3	0	1	0	0	0	0	0	0	0	4	9	0	0	0	2	0	0	2	1	0	0	0	0	0	0	0	0	0	3	0	25	39	1	0	3	0	10	0	1	0	0	1	0	0	3	1	0
zOTU_5622	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	5	0	0	3	2	0	0	0	0	0	0	0	0	0	5	0	5	0	0	0	0	0	0	1	0	9	0	0	39	3	0	4	0	0	0	0	0	11	0	0	17	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	16	0	0	0	0	19	0	0	4	0	0	1	4	0	0	3	0	0	0	0	0
zOTU_56220	0	6	0	0	0	0	2	1	4	0	0	0	0	0	11	12	0	0	0	0	6	3	25	2	26	0	0	3	0	8	0	1	0	3	0	0	0	1	0	0	2	0	0	103	0	2	5	8	1	5	0	0	2	12	0	25	0	2	1	0	0	3	2	0	0	2	2	0	0	5	0	0	0	2	6	0	0	3	1	16	0	0	2	0	4	0	0	4	0	3	3	15
zOTU_56224	0	0	0	2	0	0	1	0	1	0	0	0	1	18	0	2	1	0	0	0	1	0	1	1	0	0	2	0	0	0	0	3	1	0	0	0	0	1	0	0	2	4	0	0	3	0	9	0	4	0	0	0	0	0	0	1	0	0	0	1	3	2	0	0	0	6	0	3	0	4	0	3	0	1	0	2	3	0	8	0	0	2	2	0	1	0	0	0	1	0	0	0
zOTU_56227	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	5	0	0	0	0	1	0	0	4	0	2	0	0	0	0	0	0	3	0	0	0	1	1	2	0	0	0	5	0	0	0	0	0	0	0	4	0	2	20	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	4	2	0	0	0	0	0	0
zOTU_56231	3	10	2	4	0	6	0	1	5	2	4	0	20	7	0	12	8	15	2	35	8	15	0	9	1	11	4	20	1	17	11	10	5	3	0	0	3	13	9	3	14	5	7	8	6	1	6	5	18	13	7	5	8	3	6	20	0	10	0	9	4	4	4	0	1	17	8	0	0	1	0	12	11	6	11	2	3	5	3	1	0	6	7	21	4	3	8	1	0	2	4	1
zOTU_56234	2	5	2	1	1	3	2	6	7	1	0	0	3	3	3	17	3	2	1	3	3	1	3	2	0	2	1	5	1	4	5	3	3	7	0	0	2	2	8	0	1	3	2	5	13	1	4	9	7	32	2	5	3	2	3	24	4	6	22	0	6	4	5	2	2	5	3	0	0	8	3	1	6	4	8	3	5	13	3	0	0	3	4	14	2	1	5	3	3	7	5	3
zOTU_56245	0	0	1	1	0	0	1	0	0	0	0	0	0	2	0	2	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	3	3	3	0	0	0	15	0	0	0	0	0	0	0	0	1	0
zOTU_56246	0	1	2	0	0	0	3	1	2	0	1	0	0	0	0	6	1	1	0	1	5	0	1	0	0	3	2	3	2	0	13	1	2	0	0	0	6	2	19	0	1	0	3	1	1	0	0	8	1	2	0	2	1	0	0	7	0	4	0	0	1	8	2	0	5	8	0	0	0	3	0	1	1	1	9	0	0	6	2	2	0	0	1	0	0	0	5	0	0	1	5	4
zOTU_56249	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	2	0	0	1	1	0	0	0	1	1	0	1	1	0	1	0	0	3	1	4	0	2	0	2	1	1	0	8	0	0	2	0	1	2	1	0	3	0	0	2	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	3	7	0	0	0	1	1	1	0	0	0
zOTU_5625	0	2	0	0	27	0	0	6	7	0	0	0	0	0	1	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	19	0	0	0	35	0	0	78	0	5	0	0	0	0	0	9	0	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0
zOTU_56250	9	0	0	0	0	0	0	0	0	0	0	0	2	0	0	6	7	1	2	16	7	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	3	71	0	0	8	0	2	0	0	0	2	0	4	4	1	0	12	5	0	0	0	0	0	0	1	0	0	0	0	7	0	0	0	1	0	0	1	0	1	0	0	6	0	0	0	0	8	2	0	0	0	0	0	0	0	1
zOTU_56254	1	4	1	0	1	0	5	1	1	2	0	0	4	0	0	1	7	0	2	0	0	0	0	2	5	0	5	0	1	2	1	0	2	4	0	0	8	3	1	3	1	1	3	0	0	0	3	5	0	2	0	3	1	9	4	5	0	0	1	0	11	0	0	6	3	0	3	0	0	3	7	3	3	2	0	1	0	3	0	1	0	0	0	2	1	2	11	6	9	7	1	0
zOTU_56259	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	2	1	0	0	0	0	2	1	1	4	0	0	3	0	0	1	0	0	0	0	2	0	0	0	0	2	3	0	0	0	1	3	0	0	0	0	0	0	2	1	0	0	0	0	3	1	3	0	0	0	0	1
zOTU_56265	0	1	1	0	0	0	0	0	0	1	0	0	0	0	2	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	5	0	1	0	0	1	0	3	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	1	0	0	0
zOTU_56268	12	6	1	18	0	1	3	0	2	1	0	0	24	0	1	7	6	18	3	7	2	4	2	4	0	6	7	7	1	9	7	1	8	4	0	0	7	4	5	10	6	9	2	5	10	0	3	4	10	20	0	3	0	4	6	41	0	7	8	1	4	2	4	0	4	3	5	0	0	6	0	3	5	2	1	22	38	4	2	0	0	7	6	12	2	0	0	1	2	10	3	1
zOTU_56278	0	0	0	0	0	0	1	0	2	0	0	0	1	4	3	7	11	0	0	0	0	1	0	0	0	0	0	3	0	1	0	2	0	0	0	0	0	0	0	0	1	1	0	1	0	0	8	0	16	3	0	5	1	0	10	0	0	0	0	0	8	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	1	3	0	0	0	0	0	0
zOTU_56282	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	1	1	0	3	0	0	3	0	1	1	1	3	1	1	1	0	0	1	0	1	0	3	0	0	3	0	2	0	0	0	3	0	0	1	2	0	6	2	1	0	0	0	0	1	0	3	4	1	0	0	1	0	1	0	2	7	0	0	6	0	1	0	0	0	0	2	2	3	0	0	0	1	3
zOTU_56295	4	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	0	2	0	0	0	0	0	3	0	0	1	1	1	2	0	0	2	0	0	0	0	1	1	1	1	0	0	0	2	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	1	0	0	1	0	4	0	0	0	0	0	4	0	1	0	0	1	0	0	0	1	2	0	0	0	0	0	3	1	0	1
zOTU_563	36	48	5	0	8	8	24	11	27	6	1	0	4	2	1	27	10	12	22	20	16	12	10	28	8	18	6	46	29	34	11	28	5	0	0	0	50	56	49	15	26	14	21	12	28	5	22	48	17	17	19	8	69	30	5	17	3	42	4	13	5	31	37	10	27	15	20	0	0	39	2	17	71	20	27	4	4	54	32	4	0	9	106	79	25	29	10	2	14	2	20	2
zOTU_5630	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	1	2	0	0	0	2	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	2	9	0	1	0	1	0	0	0	0	0
zOTU_56302	2	5	3	1	0	2	3	1	7	0	0	0	0	3	0	15	9	5	1	8	5	0	0	2	0	1	2	9	0	9	2	7	4	0	0	0	8	4	12	6	3	4	3	7	11	2	6	5	4	11	2	1	6	2	1	12	0	8	6	0	4	8	7	2	9	5	6	0	0	15	4	2	4	1	6	3	5	2	4	0	0	1	3	21	3	0	3	0	2	3	2	0
zOTU_56305	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	0	0	3	1	0	3	0	0	0	0	0	0	0	0	0	1	0	5	0	1	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	2	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0
zOTU_56311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	1
zOTU_56318	5	0	1	0	1	0	0	1	1	0	0	0	1	2	0	2	0	0	2	1	1	2	0	3	1	0	1	0	1	1	0	2	1	0	0	0	0	1	0	0	0	5	0	0	1	0	0	0	1	1	2	1	2	3	2	0	0	2	2	0	1	0	0	3	0	0	1	0	0	2	0	1	2	0	1	1	0	2	1	0	0	0	0	1	0	0	0	1	1	2	2	0
zOTU_5632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_56341	0	5	1	0	1	0	9	3	4	2	2	0	1	0	6	5	1	4	4	2	4	3	7	4	2	2	0	9	3	18	9	14	0	10	0	0	2	7	9	2	4	0	4	22	5	3	13	19	4	32	2	1	12	7	4	16	1	5	9	0	3	4	15	3	6	1	3	0	0	9	3	10	9	11	13	0	1	16	3	10	0	1	3	5	3	4	12	9	1	5	10	7
zOTU_56355	0	1	0	0	0	1	5	0	14	0	0	0	0	7	0	8	42	0	0	6	4	0	0	0	0	0	1	10	0	2	0	1	0	0	0	0	0	5	0	1	9	6	1	17	0	3	13	0	18	7	0	13	7	1	22	9	0	0	0	0	26	1	0	2	0	2	3	0	0	0	0	1	1	0	1	2	0	0	1	0	0	1	2	4	5	1	2	0	0	0	2	0
zOTU_56358	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	2	0	0	0	2	0	0	4	0	0	0	0	0	0	2	0	2	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0
zOTU_5636	1	1	0	0	7	0	0	2	4	16	0	0	5	0	0	0	1	0	0	0	0	0	0	0	4	0	9	1	0	4	8	0	0	0	0	0	0	0	9	0	0	13	0	11	0	0	0	0	3	0	0	102	2	10	4	15	0	0	41	0	20	2	5	15	0	1	1	0	0	0	2	3	4	1	0	1	0	3	0	1	0	0	0	0	1	17	1	9	0	0	1	0
zOTU_5637	1	0	0	1	0	1	1	4	1	0	0	0	1	0	0	5	4	2	2	0	3	0	4	2	1	1	4	2	0	2	5	3	3	1	0	0	0	2	6	2	0	4	1	2	2	2	0	4	2	7	2	4	1	0	3	8	1	0	1	1	4	2	2	1	1	1	4	0	0	5	4	1	2	1	6	3	7	2	0	0	0	1	0	1	0	1	4	0	1	0	4	0
zOTU_56403	0	1	2	3	0	2	0	0	1	1	0	0	3	1	3	1	3	0	0	5	1	0	0	1	0	0	1	11	4	0	3	1	0	0	0	0	0	0	1	0	12	1	5	0	0	0	1	0	3	6	0	1	0	0	0	0	2	0	1	2	0	4	8	3	1	6	1	16	0	0	0	0	1	0	2	15	4	1	0	0	0	1	1	1	0	2	5	1	0	2	3	2
zOTU_56408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_5643	4	0	0	0	0	0	0	2	12	0	0	0	1	0	0	4	5	1	0	2	3	8	0	1	5	0	1	0	0	16	0	9	22	0	0	0	1	1	4	14	0	1	0	4	0	3	4	4	0	30	0	0	8	14	0	11	0	1	5	0	7	0	3	4	6	0	0	0	0	0	0	1	6	0	1	1	0	3	0	0	0	0	0	1	15	1	2	18	0	4	52	4
zOTU_56433	0	0	2	0	0	1	2	2	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	4	0	18	0	2	0	0	0	0	3	1	2	0	0	0	5	0	1	9	0	0	0	1	0	1	0	27	0	0	0	4	0	0	0	0	2	1	0	1	0	0	0	2	0	1	1	0	2	0	1	0	0	0	0	1	2	1	2	0	1	2	0	1	3	0
zOTU_56440	0	2	0	0	0	5	3	1	0	1	0	0	2	5	0	2	2	0	1	12	3	4	0	6	3	0	0	2	1	3	1	1	0	0	0	0	0	4	1	0	2	1	2	1	0	0	4	1	1	0	1	1	0	0	1	5	0	0	0	1	1	3	0	0	0	2	0	0	0	6	2	0	0	2	0	1	0	0	0	0	0	3	7	0	1	0	4	0	0	0	1	1
zOTU_56443	1	2	1	1	0	0	0	2	0	0	0	0	1	2	0	1	1	0	0	1	1	1	0	2	1	0	0	0	0	3	1	0	1	0	0	0	1	0	1	0	0	0	1	1	2	0	2	1	1	3	0	1	0	0	1	6	0	0	2	0	1	0	1	0	1	1	0	0	0	2	0	0	0	2	1	2	1	0	1	0	0	1	0	2	0	0	0	0	0	1	0	0
zOTU_56446	3	4	1	0	0	0	2	0	1	0	0	0	2	0	0	6	2	2	6	6	6	0	0	10	1	1	1	7	2	21	2	0	6	0	0	0	4	4	2	0	4	6	4	2	0	0	8	4	0	7	1	0	0	8	0	6	0	1	1	0	0	1	1	0	2	2	2	0	0	10	0	2	6	3	10	3	0	2	0	0	0	3	3	4	2	2	1	0	2	5	4	0
zOTU_56448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2
zOTU_56449	3	4	0	0	0	0	2	1	1	0	0	0	0	2	0	0	7	2	0	0	4	2	0	1	0	0	0	3	3	2	1	0	3	0	0	0	0	0	1	3	1	1	1	0	0	0	1	4	0	0	2	0	0	3	0	11	0	0	1	0	0	0	0	0	1	1	1	2	0	10	1	2	0	0	0	0	0	1	0	0	0	3	1	0	2	2	0	2	0	0	1	1
zOTU_56463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	36	0	0	0	0	0	2	0	1	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
zOTU_56466	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	15	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11	4	0	0	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	6	0	0	0	4	0	0	0	6	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
zOTU_56469	0	1	1	0	0	0	7	10	5	0	0	0	0	1	1	13	3	0	1	5	16	0	4	6	0	4	4	9	8	1	18	1	2	0	0	0	14	0	17	0	10	0	4	1	4	1	1	10	2	1	0	4	3	0	0	3	0	4	0	0	2	25	7	0	10	9	1	0	0	12	1	3	4	1	28	0	0	9	1	2	0	0	0	2	0	1	14	2	0	0	10	4
zOTU_56475	1	2	0	0	0	0	13	0	3	1	1	0	2	0	0	1	1	2	0	2	5	0	1	3	2	2	3	9	2	3	0	9	6	1	0	0	7	3	0	1	1	8	17	0	5	2	2	2	0	6	0	9	2	3	0	0	0	1	0	5	0	1	5	2	4	7	0	0	0	15	2	1	4	1	0	0	1	7	1	0	0	1	5	0	1	2	7	0	1	4	7	3
zOTU_56476	2	2	0	3	1	1	0	0	1	0	2	0	5	0	1	1	12	1	0	19	1	0	0	1	1	0	2	9	0	0	0	0	4	0	0	0	0	4	1	0	8	5	0	3	6	0	0	0	6	0	1	0	1	0	1	0	0	0	2	0	1	0	1	0	1	1	1	0	0	7	0	0	0	0	2	4	13	0	0	0	0	0	1	1	3	0	0	0	1	0	1	2
zOTU_5648	2	2	0	0	0	0	0	1	2	0	0	0	2	2	7	2	0	3	6	0	2	0	2	7	3	4	0	1	3	4	0	0	8	10	0	0	0	6	7	5	2	0	4	1	1	11	0	0	1	0	0	1	0	0	1	0	0	5	1	1	0	13	2	0	0	0	4	0	0	6	0	2	2	1	5	1	0	15	0	1	0	2	10	0	9	0	3	9	0	7	10	8
zOTU_56480	1	0	2	0	0	0	1	0	1	0	0	0	1	0	0	2	1	0	0	2	1	1	0	2	0	0	0	4	1	2	3	1	0	0	0	0	2	3	3	0	3	1	3	0	0	0	0	4	2	1	1	0	5	1	0	3	0	1	1	0	0	0	2	0	3	1	4	0	0	3	0	0	12	2	3	0	0	1	0	0	0	1	1	0	3	0	0	2	3	0	1	0
zOTU_56483	0	1	0	0	0	0	2	0	1	0	0	0	0	3	3	6	2	1	0	0	4	0	0	0	0	2	0	5	2	2	1	2	3	1	0	0	3	2	0	3	6	2	2	13	3	1	2	1	0	3	5	0	2	0	1	4	0	2	3	0	1	1	6	1	6	4	6	0	0	6	5	3	8	2	1	2	1	2	2	1	0	3	1	1	3	1	4	2	0	1	3	1
zOTU_56487	0	5	0	0	0	2	0	0	1	0	0	0	9	3	0	3	3	2	0	0	3	1	0	2	4	1	0	1	1	0	1	6	1	1	0	0	1	4	0	0	2	0	4	8	0	0	1	1	1	1	3	0	1	0	1	20	1	1	1	0	2	2	1	0	1	7	2	0	0	2	1	1	0	2	4	2	0	1	0	0	0	2	0	5	0	0	2	0	0	0	1	0
zOTU_56496	1	1	7	3	2	1	4	3	9	1	0	0	8	21	1	9	9	3	4	1	9	2	1	7	2	1	3	6	2	20	2	8	4	2	0	0	2	7	1	12	5	17	3	0	1	3	12	3	7	15	5	4	4	8	5	4	0	2	3	2	17	5	1	4	0	7	28	0	0	8	8	7	5	0	2	19	6	1	1	1	0	2	5	3	11	15	5	2	5	1	2	0
zOTU_565	8	37	20	0	0	7	10	15	13	13	9	0	6	1	37	55	1	8	8	12	15	3	95	10	14	19	2	47	38	20	3	41	3	36	0	0	21	19	16	2	26	3	11	8	28	27	9	62	12	54	9	1	16	6	3	63	14	26	27	3	2	27	59	0	7	50	6	55	0	39	0	26	25	16	45	14	2	61	21	148	0	8	25	10	7	4	20	8	5	18	27	43
zOTU_56511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	2	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	2	0	2	0	0	0	0
